# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
274958,1,13,22370,HLT_AK8PFJet40_v1/10,ONE,L1_ZeroBias/2237
274959,1,13,22370,HLT_AK8PFJet40_v1/10,ONE,L1_ZeroBias/2237
274953,1,2,40266,HLT_AK8PFJet40_v1/18,ONE,L1_ZeroBias/2237
274953,11,5,22370,HLT_AK8PFJet40_v1/10,ONE,L1_ZeroBias/2237
274954,1,2,40266,HLT_AK8PFJet40_v1/18,ONE,L1_ZeroBias/2237
274954,31,5,22370,HLT_AK8PFJet40_v1/10,ONE,L1_ZeroBias/2237
274955,1,5,22370,HLT_AK8PFJet40_v1/10,ONE,L1_ZeroBias/2237
274957,1,2,40266,HLT_AK8PFJet40_v1/18,ONE,L1_ZeroBias/2237
274957,4,5,22370,HLT_AK8PFJet40_v1/10,ONE,L1_ZeroBias/2237
274957,11,14,29989,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/29989
274957,14,13,22370,HLT_AK8PFJet40_v1/10,ONE,L1_ZeroBias/2237
275832,1,0,900780,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/15013
275832,202,1,750650,HLT_AK8PFJet40_v1/50,ONE,L1_ZeroBias/15013
275846,1,3,7499,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/7499
275834,1,1,750650,HLT_AK8PFJet40_v1/50,ONE,L1_ZeroBias/15013
275834,170,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275835,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275841,1,3,449940,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/7499
275837,1,3,449940,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/7499
275828,1,0,900780,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/15013
275836,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275836,769,3,449940,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/7499
275829,1,0,900780,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/15013
275831,1,0,900780,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/15013
275833,1,1,750650,HLT_AK8PFJet40_v1/50,ONE,L1_ZeroBias/15013
275838,1,3,449940,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/7499
275847,1,3,449940,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/7499
275847,671,4,337455,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/7499
274889,1,2,198,HLT_AK8PFJet40_v1/18,ONE,L1_ZeroBias/11
274917,1,2,198,HLT_AK8PFJet40_v1/18,ONE,L1_ZeroBias/11
274909,1,2,198,HLT_AK8PFJet40_v1/18,ONE,L1_ZeroBias/11
274904,1,2,198,HLT_AK8PFJet40_v1/18,ONE,L1_ZeroBias/11
274895,1,2,198,HLT_AK8PFJet40_v1/18,ONE,L1_ZeroBias/11
274888,1,2,11,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/11
274913,1,2,198,HLT_AK8PFJet40_v1/18,ONE,L1_ZeroBias/11
274905,1,2,198,HLT_AK8PFJet40_v1/18,ONE,L1_ZeroBias/11
274894,1,2,198,HLT_AK8PFJet40_v1/18,ONE,L1_ZeroBias/11
274999,1,2,2702340,HLT_AK8PFJet40_v1/180,ONE,L1_ZeroBias/15013
274999,218,3,1799760,HLT_AK8PFJet40_v1/240,ONE,L1_ZeroBias/7499
274998,1,1,2702340,HLT_AK8PFJet40_v1/180,ONE,L1_ZeroBias/15013
274998,61,2,2702340,HLT_AK8PFJet40_v1/180,ONE,L1_ZeroBias/15013
275000,1,3,1799760,HLT_AK8PFJet40_v1/240,ONE,L1_ZeroBias/7499
275001,1,3,1799760,HLT_AK8PFJet40_v1/240,ONE,L1_ZeroBias/7499
275001,1086,4,1349820,HLT_AK8PFJet40_v1/180,ONE,L1_ZeroBias/7499
275021,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275030,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275035,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275034,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275062,1,0,15013,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15013
275059,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275059,67,1,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275059,89,0,900780,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/15013
275068,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275068,826,3,449940,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/7499
275064,1,1,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275074,1,3,449940,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/7499
275067,1,1,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275067,288,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275073,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275073,8,3,449940,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/7499
275063,1,0,15013,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15013
275063,10,1,15013,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15013
275066,1,1,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275134,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275865,1,0,900780,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/15013
275865,42,1,750650,HLT_AK8PFJet40_v1/50,ONE,L1_ZeroBias/15013
275124,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275124,85,1,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275124,309,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275125,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275125,757,3,449940,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/7499
275337,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275319,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275319,142,1,750650,HLT_AK8PFJet40_v1/50,ONE,L1_ZeroBias/15013
275319,280,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275326,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275338,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275338,256,3,449940,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/7499
275370,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275370,65,1,750650,HLT_AK8PFJet40_v1/50,ONE,L1_ZeroBias/15013
275371,1,1,750650,HLT_AK8PFJet40_v1/50,ONE,L1_ZeroBias/15013
275371,36,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275752,1,0,15013,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15013
275767,1,1,15013,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15013
275757,1,0,900780,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/15013
275763,1,0,900780,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/15013
275774,1,1,750650,HLT_AK8PFJet40_v1/50,ONE,L1_ZeroBias/15013
275774,232,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275765,1,1,15013,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15013
275773,1,1,15013,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15013
275772,1,1,750650,HLT_AK8PFJet40_v1/50,ONE,L1_ZeroBias/15013
275777,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275768,1,1,750650,HLT_AK8PFJet40_v1/50,ONE,L1_ZeroBias/15013
275776,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275778,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275782,1,0,900780,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/15013
275782,4,3,449940,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/7499
275759,1,0,15013,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15013
275761,1,0,900780,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/15013
275769,1,1,750650,HLT_AK8PFJet40_v1/50,ONE,L1_ZeroBias/15013
274748,1,0,150130000,HLT_AK8PFJet40_v1/10000,ONE,L1_ZeroBias/15013
274799,1,0,150130000,HLT_AK8PFJet40_v1/10000,ONE,L1_ZeroBias/15013
274806,1,2,2101820,HLT_AK8PFJet40_v1/140,ONE,L1_ZeroBias/15013
274806,11,13,268440,HLT_AK8PFJet40_v1/120,ONE,L1_ZeroBias/2237
274806,14,10,1342200,HLT_AK8PFJet40_v1/600,ONE,L1_ZeroBias/2237
275310,1,3,449940,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/7499
275310,1932,4,337455,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/7499
275308,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275309,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
275309,380,3,449940,HLT_AK8PFJet40_v1/60,ONE,L1_ZeroBias/7499
274877,1,2,1540,HLT_AK8PFJet40_v1/140,ONE,L1_ZeroBias/11
274877,5,14,29989,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/29989
274877,69,11,6600,HLT_AK8PFJet40_v1/600,ONE,L1_ZeroBias/11
274945,1,5,110,HLT_AK8PFJet40_v1/10,ONE,L1_ZeroBias/11
274943,1,5,110,HLT_AK8PFJet40_v1/10,ONE,L1_ZeroBias/11
274982,1,2,15301,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15301
274985,1,2,15301,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15301
274983,1,2,15301,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15301
274990,1,2,2702340,HLT_AK8PFJet40_v1/180,ONE,L1_ZeroBias/15013
274990,4,1,2702340,HLT_AK8PFJet40_v1/180,ONE,L1_ZeroBias/15013
274990,15,2,2702340,HLT_AK8PFJet40_v1/180,ONE,L1_ZeroBias/15013
275045,1,2,15013,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15013
275046,1,2,15013,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15013
275260,1,2,15013,HLT_AK8PFJet40_v1/1,ONE,L1_ZeroBias/15013
275189,1,2,675585,HLT_AK8PFJet40_v1/45,ONE,L1_ZeroBias/15013
