# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
274958,1,13,700,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/175
274959,1,13,700,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/175
274953,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
274953,11,5,700,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/175
274954,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
274954,31,5,700,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/175
274955,1,5,700,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/175
274957,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
274957,4,5,700,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/175
274957,11,14,0,HLT_AK8PFJet140_v1/1,ONE,L1_SingleJet90/0
274957,14,13,700,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/175
275832,1,0,4000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/1000
275832,202,1,3400,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/850
275846,1,3,500,HLT_AK8PFJet140_v1/1,ONE,L1_SingleJet90/500
275834,1,1,3400,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/850
275834,170,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
275835,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
275841,1,3,2000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/500
275837,1,3,2000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/500
275828,1,0,4000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/1000
275836,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
275836,769,3,2000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/500
275829,1,0,4000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/1000
275831,1,0,4000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/1000
275833,1,1,3400,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/850
275838,1,3,2000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/500
275847,1,3,2000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/500
275847,671,4,1400,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/350
274889,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
274917,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
274909,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
274904,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
274895,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
274888,1,2,700,HLT_AK8PFJet140_v1/1,ONE,L1_SingleJet90/700
274913,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
274905,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
274894,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
274999,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
274999,218,3,2000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/500
274998,1,1,3400,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/850
274998,61,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
275000,1,3,2000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/500
275001,1,3,2000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/500
275001,1086,4,1400,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/350
275021,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
275030,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
275035,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
275034,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
275062,1,0,1000,HLT_AK8PFJet140_v1/1,ONE,L1_SingleJet90/1000
275059,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
275059,67,1,3400,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/850
275059,89,0,4000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/1000
275068,1,2,2800,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/700
275068,826,3,2000,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/500
275064,1,1,3400,HLT_AK8PFJet140_v1/4,ONE,L1_SingleJet90/850
