# run,cmsls,prescidx,totprescval,hltpath/prescval,logic,l1bit/prescval
274958,1,13,25000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/500
274959,1,13,25000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/500
274953,1,2,100000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2000
274953,11,5,25000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/500
274954,1,2,100000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2000
274954,31,5,25000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/500
274955,1,5,25000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/500
274957,1,2,100000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2000
274957,4,5,25000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/500
274957,11,14,0,HLT_AK8PFJet60_v1/1,ONE,L1_SingleJet35/0
274957,14,13,25000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/500
275832,1,0,125000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2500
275832,202,1,110000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2200
275846,1,3,1500,HLT_AK8PFJet60_v1/1,ONE,L1_SingleJet35/1500
275834,1,1,110000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2200
275834,170,2,100000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2000
275835,1,2,100000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2000
275841,1,3,60000,HLT_AK8PFJet60_v1/40,ONE,L1_SingleJet35/1500
275837,1,3,60000,HLT_AK8PFJet60_v1/40,ONE,L1_SingleJet35/1500
275828,1,0,125000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2500
275836,1,2,100000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2000
275836,769,3,60000,HLT_AK8PFJet60_v1/40,ONE,L1_SingleJet35/1500
275829,1,0,125000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2500
275831,1,0,125000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2500
275833,1,1,110000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2200
275838,1,3,60000,HLT_AK8PFJet60_v1/40,ONE,L1_SingleJet35/1500
275847,1,3,60000,HLT_AK8PFJet60_v1/40,ONE,L1_SingleJet35/1500
275847,671,4,50000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/1000
274889,1,2,140000,HLT_AK8PFJet60_v1/70,ONE,L1_SingleJet35/2000
274917,1,2,100000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2000
274909,1,2,100000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2000
274904,1,2,100000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2000
274895,1,2,100000,HLT_AK8PFJet60_v1/50,ONE,L1_SingleJet35/2000
274888,1,2,2000,HLT_AK8PFJet60_v1/1,ONE,L1_SingleJet35/2000
